,header,describtion,characteristics,section_name,link
10,"CF-100 (С1-4) 1 Вт, 2.7 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 2.7  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 1.5
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/30650
11,"CF-100 (С1-4) 1 Вт, 3 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 3  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.57
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/24389
12,"CF-100 (С1-4) 1 Вт, 3.3 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 3.3  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.57
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/13100
13,"CF-100 (С1-4) 1 Вт, 3.6 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 3.6  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.57
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/3675
14,"CF-100 (С1-4) 1 Вт, 3.9 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 3.9  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.57
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/50824
15,"CF-100 (С1-4) 1 Вт, 4.3 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 4.3  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.49
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/28208
16,"CF-100 (С1-4) 1 Вт, 4.7 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 4.7  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.57
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/2400
17,"CF-100 (С1-4) 1 Вт, 5.1 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 5.1  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.57
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/38543
18,"CF-100 (С1-4) 1 Вт, 5.6 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 5.6  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.57
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/24008
19,"CF-100 (С1-4) 1 Вт, 6.2 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 6.2  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 1
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/25311
20,"CF-100 (С1-4) 1 Вт, 6.8 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 6.8  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.57
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/57862
21,"CF-100 (С1-4) 1 Вт, 7.5 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 7.5  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.57
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/1039
22,"CF-100 (С1-4) 1 Вт, 8.2 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 8.2  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.7
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/34443
23,"CF-100 (С1-4) 1 Вт, 9.1 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 9.1  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.57
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/39715
24,"CF-100 (С1-4) 1 Вт, 10 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 10  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.57
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/18265
25,"CF-100 (С1-4) 1 Вт, 11 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 11  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.57
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/42994
26,,,,Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/46271
27,,,,Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/51544
28,,,,Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/49317
29,"CF-100 (С1-4) 1 Вт, 16 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 16  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.57
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/1176
30,"CF-100 (С1-4) 1 Вт, 18 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 18  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.57
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/41949
31,"CF-100 (С1-4) 1 Вт, 20 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 20  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.57
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/34823
32,"CF-100 (С1-4) 1 Вт, 22 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 22  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.57
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/56838
33,"CF-100 (С1-4) 1 Вт, 24 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 24  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.57
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/28039
34,"CF-100 (С1-4) 1 Вт, 27 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 27  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.57
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/59949
35,"CF-100 (С1-4) 1 Вт, 30 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 30  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 1  ​
Макс.рабочее напряжение,В 500
Рабочая температура,С -55…155
Монтаж в отв.
Длина корпуса L,мм 11
Ширина (диаметр) корпуса W(D),мм 4.5
Вес, г 0.57
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/60125
